Component 1,Component 2,Method,Parameter,group
7.3158420581852415,-0.6911879130912959,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
-0.566199685809057,-0.23402837612958144,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.5579246370676432,-0.9460428850883363,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5994282297960494,-0.8796764081170312,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.42266843518398295,-0.18558825977106153,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.2835780696541768,1.5000372365574084,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7450830803787833,-0.4464126899363206,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.347636463723844,1.3264050158374852,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.33834639245918163,-0.6806899751593624,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5547036807088261,-0.3240489740848357,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6302580798787245,-0.40766059684950473,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.2902239634738146,1.3457810623808932,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.4624614642239033,1.2876529227506692,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.3114071860420945,-0.6483020319120939,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5564734997503472,-0.6782475707946541,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6876705801287537,-0.4270366433929126,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.15458599800014022,-0.5426152449907985,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.3842359990002586,-0.6201194311644301,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.3311040630526572,-0.6867327763020499,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.565887479863217,-0.8650308041973339,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.27710064730512285,-0.24897019355949293,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.05056522804238102,-0.7480205381988885,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.347636463723844,1.3264050158374852,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.347636463723844,1.3264050158374852,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5154330793786652,-0.36890850376268874,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.4867268292536509,-0.35922048049098493,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6876705801287537,-0.4270366433929126,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7384371865591453,-0.29215651575980506,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.1660041258244978,-1.101556627417674,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.1154751410142658,1.6070621495865955,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.4608332280442442,-0.09144489633933463,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6131358226690123,-0.06370303012539502,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.555723322418983,-0.044326983581987174,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5436299566206679,-0.16901371796131665,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.013603757666224587,0.8086699851337402,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.6111283231753791,2.5304601574254173,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.5291313242387546,-0.5858491239677611,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.4608211046977763,-0.42423787008486236,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.4608211046977763,-0.42423787008486236,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.253027013962949,-1.0738776080848345,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.06506827366179933,-0.8664625085755341,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.0147589575793534,-0.8218856633473485,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5701199934169605,-0.2764903267937639,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.17324830545341807,-0.8563337507701063,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.41113073437067776,-0.2995552039406463,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.1028035482491736,-0.26696346928849146,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.09641027196108054,-0.7519969940846009,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.39284240302020523,-0.6403320414689685,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6820397024632837,0.6351057157620893,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8482314454254127,0.38900137004707325,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.2307674218104385,-1.1384264365103696,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7849575181854141,-1.2463168961002855,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.5313438371226844,-1.1861690651090153,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.02307023589750847,-1.184662880200269,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.08712862996717557,-1.0110306594803458,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.41113073437067776,-0.2995552039406463,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1384213581830376,-0.20751898285945863,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.6050976175987328,-1.071125792974194,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1384213581830376,-0.20751898285945863,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6589643300037393,-0.4173486201212087,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7384371865591453,-0.29215651575980506,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7384371865591453,-0.29215651575980506,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.9106746873092344,-0.35028465539002906,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5728455796286953,-0.38828455030609693,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.34319557862857675,-0.310780364132465,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.4261043182497218,0.6066230173083124,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.2754873453416726,-1.0658896760669268,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.04799637740684534,0.22588445957376418,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.6787346782762083,-0.2749346000476107,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.3158820213947628,0.14340877943483085,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.4261043182497218,0.6066230173083124,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.2263822123661902,-1.2393338472441633,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.2263822123661902,-1.2393338472441633,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8968753770093414,-0.08345517575417703,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.07726918067830361,-1.1098677366773324,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5154330793786652,-0.36890850376268874,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.54413932950368,-0.3785965270343928,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1709580778784883,-0.25265222450224134,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1384213581830376,-0.20751898285945863,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1908957593374022,-0.7154207470317877,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.540308859933244,-0.3431513086633141,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.028294656342165988,-1.1407494550382142,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6285502851547515,0.23512129495593165,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5998440350297363,0.24480931822763588,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8294940360298548,0.16730513205400405,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6285502851547515,0.23512129495593165,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.1888795448684742,0.7872342186492448,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.28984047040417976,-1.0707336877027789,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.8866499509262662,-1.513920052638528,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.26268722740468786,-1.1270401105521195,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6773757722030773,-1.3271548407659102,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.23271964889596,-1.3304158273393267,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.6476969271047157,-1.3431889923470992,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
2.3764510604793654,-1.0763235496064032,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
8.160063292522775,1.1171385303145984,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.7146690355297955,0.20605722514081992,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
8.160063292522775,1.1171385303145984,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.6285502851547515,0.23512129495593165,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5998440350297363,0.24480931822763588,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.47463531367773093,-0.7351728926605696,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6181665643028048,-0.7836130090190895,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.09447850059188978,-1.0839435190091626,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
8.160063292522775,1.1171385303145984,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.015004718925285288,-1.0835027844754384,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6181665643028048,-0.7836130090190895,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.35981031317767187,-0.6964207995737537,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.35981031317767187,-0.6964207995737537,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.179758039966525,-1.3133121571480022,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.21442130542961435,-1.4727238065973938,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.2669399779871961,-1.336650746259814,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5012179638450851,-1.2265647504715036,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.05935125840365294,-1.433090244443129,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.3489153692203168,-1.2543066166854433,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.21856466457153845,-1.089169486532752,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.14334363348744275,-1.2992208567741703,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.15674296234490773,-1.110308471211056,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.36433168192845145,-1.2067479693943717,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.5652584012492222,0.28776458099004426,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.3174835328835671,-1.1328243699014064,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6266073155502901,-1.2107692906087624,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.41237362725830606,-1.0857064571440591,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-1.085907317550526,-1.3657776629560257,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.22471981380008324,-1.0751369648049067,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.37037743971641107,-1.018771763309579,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.11653978200846393,-1.0650082069994784,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.5728455796286953,-0.38828455030609693,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6810246863091161,-0.2727804692163973,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.6589643300037393,-0.4173486201212087,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.8190960589571693,0.24152813730014483,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.37914415816011604,-0.31442558626148165,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7146690355297955,0.20605722514081992,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.8317877105647673,0.207808105391868,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
-0.36806765873836395,0.21750818654742027,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1737725770164922,-0.24583034141255022,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.335808561207435,0.4159125561908161,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:BETA-BARREL
7.564177344690087,0.5441219336552126,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
-0.3393651090581407,-0.2753351457613863,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.3393651090581407,-0.2753351457613863,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.3393651090581407,-0.2753351457613863,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.23648258684618886,-1.4537884945877098,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.0908249609298617,-1.5101536960830373,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.101946656866028,-1.14955600924247,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8589801274285489,-1.0231691836093442,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.44559847080050646,-1.2288231335509978,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8121347537172587,-1.3261441008017618,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8968753770093414,-0.08345517575417703,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.8968753770093414,-0.08345517575417703,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.3844905646989897,-1.1861044296606653,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.0966048758831436,-0.9791382011553154,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1827236262581881,-1.0082022709704275,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.2845245321760442,-1.3327469823373967,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.1473724074247331,-0.9698909124173353,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.14061897238690638,-1.2853822413913758,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
6.279284043298865,-0.1659158804192963,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
7.679398068448751,-0.810452573889403,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
-0.8517387231332216,-1.154844823647159,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
5.961864049750765,-0.19843313454090447,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
-0.31535715759231375,-1.2376296877552537,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.0657722504668745,-1.0742554957374586,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.004930187200035225,-0.997632778631275,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.9253907236570845,-1.1354606406335255,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
0.6183933162816165,-1.3182108791947282,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.508021227322397,-1.360921446614835,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
-0.7502036600500431,-1.1733394011231189,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
1.210061006781301,-1.2768143789055677,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
5.295031880718023,0.2669518886010876,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
7.85402778732477,-0.5140904632700964,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
-0.5461453274375636,-0.5289687074081636,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
8.359181004190804,0.8915685678353827,PCA,n_components: 2,MONOTOPIC MEMBRANE PROTEINS
-0.542431534779707,0.2641853647710437,PCA,n_components: 2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL
