,Component 1,Component 2,Method,Parameter,cell_length_a,cell_length_b,cell_length_c,crystal_density_matthews,group,subgroup,rcsentinfo_experimental_method,pdb_code,Outlier
14,0.4644557792144625,2.910963633017031,PCA,n_components: 2,89.03,89.03,473.037,3.65,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,3PIK,Inlier
15,0.7667500359399327,1.1131968350612198,PCA,n_components: 2,127.308,127.308,309.392,3.72,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4KFM,Inlier
16,-0.8033233796973457,0.7546667686520655,PCA,n_components: 2,81.59,81.59,210.078,3.04,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,1NQE,Inlier
17,1.235660035660442,1.152564800761408,PCA,n_components: 2,92.84,105.62,258.63,5.58,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,1P7B,Inlier
18,-1.4158552052122413,0.020913316748227342,PCA,n_components: 2,72.61,80.877,118.681,2.62,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,2GUF,Inlier
19,-0.1893196840737739,-0.4958672859936427,PCA,n_components: 2,105.627,109.385,88.786,3.8,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,2WLJ,Inlier
20,-1.0754952984266188,-0.48659173053428284,PCA,n_components: 2,58.77,145.33,87.21,2.55,MONOTOPIC MEMBRANE PROTEINS,Acyltransferases,X-ray,5KN7,Inlier
21,-0.07440117680401687,-0.45926820383901135,PCA,n_components: 2,106.24,106.24,89.8,4.02,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3ZRS,Inlier
22,-0.28271579565271227,-0.475056329523455,PCA,n_components: 2,105.65,105.65,89.9,3.7,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4LP8,Inlier
23,0.586324032077045,0.9785261947683809,PCA,n_components: 2,111.43,114.41,270.55,4.05,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,2WCD,Inlier
24,3.6083929278255593,-0.9815527713890668,PCA,n_components: 2,363.644,116.526,217.409,5.25,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,6GRJ,Inlier
25,-1.7859170781225258,0.09856629271165608,PCA,n_components: 2,66.24,69.51,119.14,2.29,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Type VII Secretion Systems,X-ray,4XWP,Inlier
26,-1.7935428697464144,0.39267827490021123,PCA,n_components: 2,50.367,71.735,142.913,2.38,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,5KUD,Inlier
27,0.19130592780510908,1.444630282306265,PCA,n_components: 2,117.899,117.899,343.228,2.92,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,3LIM,Inlier
28,2.1764045238959486,-0.861301488954883,PCA,n_components: 2,151.337,199.879,120.58,5.4,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,4TSY,Inlier
29,-0.19801823812763514,-0.4829845036147712,PCA,n_components: 2,106.884,106.884,89.76,3.8,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,7N9L,Inlier
30,-1.0405649575673042,1.277795458111246,PCA,n_components: 2,69.609,69.609,258.466,2.8,MONOTOPIC MEMBRANE PROTEINS,Peptidases,X-ray,1T7D,Inlier
31,1.2754305724541926,0.2055799652002181,PCA,n_components: 2,98.65,204.99,221.96,4.21,MONOTOPIC MEMBRANE PROTEINS,Cyclooxygenases,X-ray,1EQG,Inlier
32,6.530520139921987,2.1597760617124044,PCA,n_components: 2,303.25,320.73,667.62,5.73,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,4O9Y,Outlier
33,-0.7563937693726751,-0.6128103099734352,PCA,n_components: 2,103.82,103.82,76.59,3.05,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3C9L,Inlier
34,-1.6270228525655686,1.2027886235378935,PCA,n_components: 2,26.72,85.15,229.9,2.41,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Adventitious Membrane Proteins: Alpha-helical Pore-forming Toxins.,X-ray,4CDB,Inlier
35,-1.431819607704578,-0.2154287939056256,PCA,n_components: 2,73.51,95.32,101.41,2.44,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Membrane Proteins,X-ray,6LEO,Inlier
36,-0.404047045360367,0.28874284439713616,PCA,n_components: 2,92.028,122.356,187.209,3.01,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Channels: Transient Receptor Potential (TRP),X-ray,6BWM,Inlier
37,-1.891811027129915,0.010022566268709754,PCA,n_components: 2,90.774,42.718,111.782,2.18,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Membrane Proteins,X-ray,6WVD,Inlier
38,-1.8698573469590902,-0.5572168468620453,PCA,n_components: 2,60.295,90.484,49.223,2.25,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Membrane Proteins,X-ray,7WJT,Inlier
39,-1.2364262789018452,0.18283615983287496,PCA,n_components: 2,86.12,100.13,163.64,2.2,TRANSMEMBRANE PROTEINS:BETA-BARREL,Beta-Barrel Membrane Proteins: Monomeric/Dimeric,X-ray,5FP1,Inlier
40,-0.5967282924414166,-0.8558809833601432,PCA,n_components: 2,139.66,103.82,77.21,2.75,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Mammalian Cell Entry (MCE) Proteins,X-ray,5UW8,Inlier
41,0.8255075233006939,0.1095375593413214,PCA,n_components: 2,94.719,215.268,220.892,3.39,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Outer Membrane Proteins,X-ray,2J58,Inlier
42,-0.8823723450968355,1.0750290355997556,PCA,n_components: 2,87.07,87.07,260.53,2.51,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Outer Membrane Proteins,X-ray,2VQG,Inlier
43,0.8009807389899015,0.6381175294344119,PCA,n_components: 2,95.597,146.461,234.931,4.32,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Outer Membrane Proteins,X-ray,5NUO,Inlier
44,-1.6446747458745103,-0.5536788914328195,PCA,n_components: 2,70.91,98.89,62.69,2.26,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,6PJ4,Inlier
45,-1.6671061241474734,-0.6149589844330384,PCA,n_components: 2,121.288,35.047,52.931,2.46,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,2NR9,Inlier
46,-1.6699556850928636,-0.6155677161806445,PCA,n_components: 2,120.927,35.19,52.672,2.46,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,3ODJ,Inlier
47,0.4413405199877118,-0.2700040788767206,PCA,n_components: 2,124.42,124.42,136.72,4.08,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,3B4R,Inlier
48,-0.1704086674970008,0.1605869239718178,PCA,n_components: 2,81.528,85.482,129.572,4.38,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,2AHY,Inlier
49,2.120993771692432,-0.6112601831748746,PCA,n_components: 2,203.0,203.0,203.0,4.08,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Electron Transport Chain Complexes: Complex II,X-ray,1KQF,Inlier
50,-0.2303563585807099,0.5869344505719579,PCA,n_components: 2,101.09,53.85,177.418,4.24,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Bacterial Cell Divison Proteins,X-ray,8HHG,Inlier
51,0.05997751230561025,-0.7920147672503481,PCA,n_components: 2,49.31,209.77,73.28,3.62,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Tetraspanins,X-ray,6WVG,Inlier
52,-0.5329068549810652,-0.43117257180936375,PCA,n_components: 2,101.43,73.51,70.35,3.94,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Tetraspanins,X-ray,5TCX,Inlier
53,-0.5463160784068726,0.1397937802296075,PCA,n_components: 2,45.18,125.21,129.4,3.73,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Tetraspanins,X-ray,6K4J,Inlier
54,0.15678345565246724,0.20007179549612072,PCA,n_components: 2,82.23,85.27,130.16,4.9,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,2Q67,Inlier
55,-0.4847823123203707,0.025326974814935555,PCA,n_components: 2,70.895,99.715,118.436,3.87,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Intramembrane Proteases,X-ray,3S0X,Inlier
56,-1.794236017061965,-0.1340452505486605,PCA,n_components: 2,67.578,67.578,89.996,2.42,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3K0D,Inlier
57,-2.002359199226866,0.4897211768878699,PCA,n_components: 2,43.195,43.195,129.419,2.65,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Glycoproteins,X-ray,5EH4,Inlier
58,-1.7911297624477271,-0.1487086393308407,PCA,n_components: 2,68.192,68.192,89.165,2.41,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3T1C,Inlier
59,0.46590680049623634,-0.25055745117491734,PCA,n_components: 2,104.227,104.227,104.444,4.89,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3VOU,Inlier
60,-0.4148575613840926,-0.6382274930831261,PCA,n_components: 2,109.3,109.3,77.7,3.43,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3C9M,Inlier
61,1.6328727181920233,0.301061507166222,PCA,n_components: 2,125.594,125.483,192.297,5.72,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3RVY,Inlier
62,1.5966841152880005,0.2952819889887289,PCA,n_components: 2,125.856,125.856,192.641,5.65,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4EKW,Inlier
63,1.8796481635844784,0.3311784936726818,PCA,n_components: 2,125.963,129.853,196.128,6.03,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,5VB2,Inlier
64,1.7447418173856546,0.29605154205422796,PCA,n_components: 2,126.775,126.997,192.287,5.86,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,6C1E,Inlier
65,1.473647597518655,-0.5960303256390806,PCA,n_components: 2,161.245,161.245,143.442,4.59,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,2I37,Inlier
66,-2.406629337053644,-0.15929265742775808,PCA,n_components: 2,46.577,46.631,60.208,2.21,TRANSMEMBRANE PROTEINS:BETA-BARREL,Omp85-TpsB Outer Membrane Transporter Superfamily,X-ray,2YH6,Inlier
67,1.9073034612641928,0.3239908296480771,PCA,n_components: 2,124.772,124.772,189.797,6.2,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,6MWA,Inlier
68,1.657752383293834,0.2996139865397037,PCA,n_components: 2,125.782,125.969,192.299,5.75,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,6MVV,Inlier
69,1.9606358718124965,0.3630917108926578,PCA,n_components: 2,124.449,124.449,193.339,6.28,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,6P6X,Inlier
70,5.051767020970369,-1.550933251536994,PCA,n_components: 2,242.917,242.918,110.42,8.031651,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3CAP,Inlier
71,-0.07115422917678148,0.05743918804204073,PCA,n_components: 2,73.78,133.38,144.992,3.86,TRANSMEMBRANE PROTEINS:BETA-BARREL,Omp85-TpsB Outer Membrane Transporter Superfamily,X-ray,3TGO,Inlier
72,4.554287982425797,-1.5533232055936055,PCA,n_components: 2,238.02,238.02,109.132,7.38178,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3DQB,Inlier
73,5.052375792520783,-1.5248398420587745,PCA,n_components: 2,241.82,241.82,111.8,8.06,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,3PXO,Inlier
74,4.992079644247804,-1.5528121293310637,PCA,n_components: 2,242.19,242.19,109.829,7.96,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,4A4M,Inlier
75,4.81447950573681,-1.6036888829523988,PCA,n_components: 2,243.986,243.986,109.156,7.62,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,2X72,Inlier
76,-0.8974022340939124,0.4097454622900471,PCA,n_components: 2,70.75,76.53,154.46,3.39,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,7YIT,Inlier
77,-1.2031182886738865,-0.43820540765684224,PCA,n_components: 2,100.23,58.39,66.58,3.12,TRANSMEMBRANE PROTEINS:BETA-BARREL,Mitochondrial Outer Membrane Beta Barrel Proteins,X-ray,3EMN,Inlier
78,1.0392501480176914,0.3198178390127407,PCA,n_components: 2,157.56,157.56,257.84,3.47,MONOTOPIC MEMBRANE PROTEINS,Oxidases,X-ray,1O5W,Inlier
79,-0.5495005490274912,-0.8815622261823195,PCA,n_components: 2,143.493,109.599,81.329,2.66,MONOTOPIC MEMBRANE PROTEINS,Oxidases,X-ray,2BXR,Inlier
80,0.8076597461467816,-1.5505553394972535,PCA,n_components: 2,135.263,218.706,54.373,3.45,MONOTOPIC MEMBRANE PROTEINS,Oxidases,X-ray,2Z5X,Inlier
81,0.8236754110802348,-1.3630288753374318,PCA,n_components: 2,163.437,163.437,61.071,3.85,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4DXW,Inlier
82,-0.1472704730971824,-0.20434666748245875,PCA,n_components: 2,117.07,74.08,107.93,4.14,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4F4L,Inlier
83,0.6253699169433495,-0.8907963141107915,PCA,n_components: 2,261.312,63.12,136.457,3.19,MONOTOPIC MEMBRANE PROTEINS,Oxidases,X-ray,3VV9,Inlier
84,4.001335035552048,-1.2706613069982224,PCA,n_components: 2,80.15,334.38,80.21,7.6,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,3ZJZ,Inlier
85,3.9113202718555358,-1.2651232628302644,PCA,n_components: 2,79.901,331.704,79.933,7.5,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,4CBC,Inlier
86,3.976102304467809,-1.2636981638929943,PCA,n_components: 2,80.34,332.763,80.38,7.58,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,5BZB,Inlier
87,-0.264395746813675,0.7077874614291958,PCA,n_components: 2,44.43,144.0,209.9,3.54,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5C1M,Inlier
88,-0.23355063811368418,0.7114347428053484,PCA,n_components: 2,44.43,144.0,209.9,3.59,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,8E0G,Inlier
89,1.7629958004865252,2.778093603100371,PCA,n_components: 2,138.759,138.759,521.873,4.0,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Electron Transport Chain Complexes: Complex II,X-ray,2ACZ,Inlier
90,0.41821208181484243,-0.054753539763283274,PCA,n_components: 2,119.4,178.46,200.94,3.0,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Electron Transport Chain Complexes: Complex II,X-ray,2WDQ,Inlier
91,0.022960068254956657,-0.6621796781746992,PCA,n_components: 2,156.23,89.29,96.42,3.63,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,4RWD,Inlier
92,0.8494025980819998,-1.0936908029289902,PCA,n_components: 2,154.322,154.322,78.792,4.09,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Cytokine Receptors,X-ray,6HG4,Inlier
93,0.1777739773073034,2.209197273639138,PCA,n_components: 2,74.286,74.286,364.644,4.14,MONOTOPIC MEMBRANE PROTEINS,Hydrolases,X-ray,4GGM,Inlier
94,0.2954357309765137,-0.009218524484736236,PCA,n_components: 2,101.191,101.191,131.904,4.58,MONOTOPIC MEMBRANE PROTEINS,Hydrolases,X-ray,4EHW,Inlier
95,0.2010900169765402,2.565703761062429,PCA,n_components: 2,95.099,95.099,444.17,3.17,MONOTOPIC MEMBRANE PROTEINS,Hydrolases,X-ray,4QN9,Inlier
96,1.6742327720156898,0.7166092793978537,PCA,n_components: 2,179.15,179.15,334.69,3.48,MONOTOPIC MEMBRANE PROTEINS,Hydrolases,X-ray,2YOC,Inlier
97,0.6849133342704734,-1.055279369237579,PCA,n_components: 2,108.294,187.388,68.754,4.08,MONOTOPIC MEMBRANE PROTEINS,Hydrolases,X-ray,6IEJ,Inlier
98,-0.9271754830687899,0.20408729286896582,PCA,n_components: 2,48.96,140.88,158.64,2.68,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6PT2,Inlier
99,0.4333842735340547,0.5212320896181274,PCA,n_components: 2,89.886,114.001,195.424,4.49,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6YVR,Inlier
100,-2.1440310333222454,0.24677562188820681,PCA,n_components: 2,45.896,59.541,116.32,2.19,MONOTOPIC MEMBRANE PROTEINS,Hydroxylases,X-ray,6A2E,Inlier
101,-0.4611568757429432,2.6527606045719176,PCA,n_components: 2,81.66,81.66,441.946,2.52,MONOTOPIC MEMBRANE PROTEINS,Thioesterases,X-ray,6QGS,Outlier
102,-0.8964245870381607,-0.49093925481523404,PCA,n_components: 2,109.069,116.538,108.548,2.4,MONOTOPIC MEMBRANE PROTEINS,Nucleotidyltransferases,X-ray,6IG4,Inlier
103,0.8654954853809569,0.5824660922450305,PCA,n_components: 2,109.0,109.0,210.59,4.9,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,5HVX,Inlier
104,1.0609784026634665,0.5912715100757391,PCA,n_components: 2,109.133,109.133,209.031,5.22,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,"Channels: Potassium, Sodium, & Proton Ion-Selective",X-ray,6SX5,Inlier
105,0.5396971785421703,-0.062077257280751655,PCA,n_components: 2,119.853,183.803,202.777,3.1,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Electron Transport Chain Complexes: Complex II,X-ray,2WP9,Inlier
106,-1.22416072831361,-0.6253859819867081,PCA,n_components: 2,150.58,44.3,79.45,2.46,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5VBL,Inlier
107,0.30632787968184866,-1.3059995123029846,PCA,n_components: 2,248.8,65.7,79.73,3.09,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,7C61,Inlier
108,-0.20095064174248384,-0.1160946074135094,PCA,n_components: 2,110.78,154.01,175.55,2.62,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Oxidoreductases,X-ray,3HYW,Inlier
109,0.8519206985989153,3.17473969503573,PCA,n_components: 2,119.39,119.39,551.858,2.98,MONOTOPIC MEMBRANE PROTEINS,Oxidoreductases (Monotopic),X-ray,6MO6,Inlier
110,0.2819079969632085,-0.7620603465969267,PCA,n_components: 2,154.322,154.322,128.536,2.94,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Oxidoreductases,X-ray,2GMH,Inlier
111,0.8908948586479595,-0.972185494153406,PCA,n_components: 2,136.536,237.938,141.319,2.87,MONOTOPIC MEMBRANE PROTEINS,Oxidoreductases (Monotopic),X-ray,6DV2,Inlier
112,-0.41785156859280237,0.22092519402558827,PCA,n_components: 2,113.791,114.097,192.801,2.75,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Oxidoreductases,X-ray,2QCU,Inlier
113,-0.25992623647272173,0.006544075059860768,PCA,n_components: 2,95.246,151.209,175.126,2.81,MONOTOPIC MEMBRANE PROTEINS,Dehydrogenases,X-ray,4NM9,Inlier
114,0.0091574942815164,-1.048501811735531,PCA,n_components: 2,116.12,165.56,70.0,3.19,MONOTOPIC MEMBRANE PROTEINS,Dehydrogenases,X-ray,4G9K,Inlier
115,1.2965924888003495,-1.0849109417469849,PCA,n_components: 2,132.921,230.598,112.25,3.83,MONOTOPIC MEMBRANE PROTEINS,Dehydrogenases,X-ray,4G6G,Inlier
116,-0.7990600533313051,-0.01978501992399557,PCA,n_components: 2,72.791,114.477,130.594,3.05,MONOTOPIC MEMBRANE PROTEINS,Dehydrogenases,X-ray,4NWZ,Inlier
117,-0.1217758127874692,-0.2738707624965363,PCA,n_components: 2,85.556,126.062,109.702,3.87,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Receptors,X-ray,5HK1,Inlier
118,0.15454138734273493,0.11216752709951708,PCA,n_components: 2,86.718,148.45,172.137,3.67,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Receptors,X-ray,7W2B,Inlier
119,0.7830960104229421,-0.53470563744681,PCA,n_components: 2,161.196,161.196,161.196,3.39,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Receptors,X-ray,8W4B,Inlier
120,-1.9906119195637106,-0.07908745103232236,PCA,n_components: 2,70.597,55.174,92.985,2.23,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Novel Receptors,X-ray,7M93,Inlier
121,0.4263237946536724,-1.252591361526548,PCA,n_components: 2,119.972,199.391,68.063,3.3,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,Electron Transport Chain Complexes: Complex II,X-ray,2H88,Inlier
122,0.015216317009169613,-1.8067751501316889,PCA,n_components: 2,135.682,227.796,41.5,2.08,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6DO1,Inlier
123,2.403072758659525,-2.758318422166135,PCA,n_components: 2,465.39,48.65,55.7,3.5,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,5XJM,Outlier
124,2.3003243153637394,-2.428350556445493,PCA,n_components: 2,102.55,426.43,52.7,3.22,TRANSMEMBRANE PROTEINS:ALPHA-HELICAL,G Protein-Coupled Receptors: Class A,X-ray,6JOD,Outlier
125,0.11866855069010207,-0.2815835316265562,PCA,n_components: 2,123.358,129.879,143.26,3.46,MONOTOPIC MEMBRANE PROTEINS,Dehydrogenases,X-ray,6BFG,Inlier
